"","gameId","quarter","playId","playDescription","possessionTeam","Home","Result","kickerId","gameClock","kickLength","preSnapHomeScore","preSnapVisitorScore","scoreDifference","secondsRemain","average_temperature","StadiumName","RoofType","TimeMeasure","TimeStartGame","TimeEndGame","real_WindSpeed","condition"
"64",2018091603,1,755,"(2:52) W.Lutz 31 yard field goal is GOOD, Center-Z.Wood, Holder-T.Morstead.","NO",1,1,43689,"02:52:00",31,0,3,-3,2872,70,"Mercedes-Benz Superdome","Indoor","9/16/2018 12:00","9/16/2018 12:00","9/16/2018 14:55",0,0
"65",2018091603,2,1787,"(2:00) Z.Gonzalez 39 yard field goal is GOOD, Center-C.Hughlett, Holder-B.Colquitt.","CLE",0,1,45037,"02:00:00",39,3,3,0,1920,70,"Mercedes-Benz Superdome","Indoor","9/16/2018 13:00","9/16/2018 12:00","9/16/2018 14:55",0,0
"66",2018091603,4,4023,"(:26) W.Lutz 44 yard field goal is GOOD, Center-Z.Wood, Holder-T.Morstead.","NO",1,1,43689,"00:26:00",44,18,18,0,26,70,"Mercedes-Benz Superdome","Indoor","9/16/2018 15:00","9/16/2018 12:00","9/16/2018 14:55",0,0
"67",2018091603,4,2927,"(14:21) Z.Gonzalez 44 yard field goal is No Good, Wide Left, Center-C.Hughlett, Holder-B.Colquitt.","CLE",0,0,45037,"14:21:00",44,3,12,-9,861,70,"Mercedes-Benz Superdome","Indoor","9/16/2018 15:00","9/16/2018 12:00","9/16/2018 14:55",0,0
"68",2018091603,4,4131,"(:08) Z.Gonzalez 52 yard field goal is No Good, Wide Right, Center-C.Hughlett, Holder-B.Colquitt.","CLE",0,0,45037,"00:08:00",52,21,18,3,8,70,"Mercedes-Benz Superdome","Indoor","9/16/2018 15:00","9/16/2018 12:00","9/16/2018 14:55",0,0
"69",2018091604,4,3196,"(10:11) J.Myers 55 yard field goal is GOOD, Center-T.Hennessy, Holder-L.Edwards.","NYJ",1,1,41175,"10:11:00",55,6,20,-14,611,85.73,"MetLife Stadium","Outdoor","9/16/2018 16:00","9/16/2018 13:00","9/16/2018 16:04",4.72,0
"70",2018091604,4,3565,"(6:00) J.Myers 41 yard field goal is GOOD, Center-T.Hennessy, Holder-L.Edwards.","NYJ",1,1,41175,"06:00:00",41,9,20,-11,360,85.73,"MetLife Stadium","Outdoor","9/16/2018 16:00","9/16/2018 13:00","9/16/2018 16:04",4.72,0
"71",2018091606,2,2205,"(:07) J.Elliott 42 yard field goal is No Good, Hit Right Upright, Center-R.Lovato, Holder-C.Johnston.","PHI",0,0,44966,"00:07:00",42,20,7,13,1807,91.94,"Raymond James Stadium","Outdoor","9/16/2018 14:00","9/16/2018 13:00","9/16/2018 16:13",11.43,0
"72",2018091607,1,597,"(5:16) (Field Goal formation) K.Fairbairn 54 yard field goal is No Good, Short, Center-J.Weeks, Holder-T.Daniel.","HOU",0,0,43846,"05:16:00",54,7,0,7,3016,83.33,"Nissan Stadium","Outdoor","9/16/2018 12:00","9/16/2018 12:00","9/16/2018 14:57",12.74,0
"73",2018091607,3,2668,"(2:44) (Field Goal formation) K.Fairbairn 34 yard field goal is GOOD, Center-J.Weeks, Holder-T.Daniel.","HOU",0,1,43846,"02:44:00",34,14,7,7,1064,83.33,"Nissan Stadium","Outdoor","9/16/2018 14:00","9/16/2018 12:00","9/16/2018 14:57",13.86,0
"74",2018091607,4,3159,"(9:48) (Field Goal formation) R.Succop 42 yard field goal is GOOD, Center-B.Brinkley, Holder-B.Kern.","TEN",1,1,34707,"09:48:00",42,14,17,-3,588,83.33,"Nissan Stadium","Outdoor","9/16/2018 15:00","9/16/2018 12:00","9/16/2018 14:57",14.98,0
"75",2018091607,4,3741,"(1:05) (Field Goal formation) R.Succop 31 yard field goal is GOOD, Center-B.Brinkley, Holder-B.Kern.","TEN",1,1,34707,"01:05:00",31,17,17,0,65,83.33,"Nissan Stadium","Outdoor","9/16/2018 15:00","9/16/2018 12:00","9/16/2018 14:57",14.98,0
"76",2018091608,2,1147,"(11:16) D.Hopkins 49 yard field goal is GOOD, Center-N.Sundberg, Holder-T.Way.","WAS",1,1,40125,"11:16:00",49,0,7,-7,2476,77.48,"FedExField","Outdoor","9/16/2018 14:00","9/16/2018 13:00","9/16/2018 15:53",9.2,0
"77",2018091608,2,2229,"(:05) D.Hopkins 49 yard field goal is No Good, Wide Left, Center-N.Sundberg, Holder-T.Way.","WAS",1,0,40125,"00:05:00",49,3,14,-11,1805,77.48,"FedExField","Outdoor","9/16/2018 14:00","9/16/2018 13:00","9/16/2018 15:53",9.2,0
"78",2018091608,3,2776,"(5:43) D.Hopkins 27 yard field goal is GOOD, Center-N.Sundberg, Holder-T.Way.","WAS",1,1,40125,"05:43:00",27,3,14,-11,1243,77.48,"FedExField","Outdoor","9/16/2018 15:00","9/16/2018 13:00","9/16/2018 15:53",9.2,0
"79",2018091608,4,3144,"(13:33) D.Hopkins 49 yard field goal is GOOD, Center-N.Sundberg, Holder-T.Way.","WAS",1,1,40125,"13:33:00",49,6,14,-8,813,77.48,"FedExField","Outdoor","9/16/2018 16:00","9/16/2018 13:00","9/16/2018 15:53",12.74,0
"80",2018091609,2,1322,"(8:11) J.Hekker 20 yard field goal is GOOD, Center-J.McQuaide, Holder-C.Kupp.","LA",1,1,38815,"08:11:00",20,8,0,8,2291,78.53,"Los Angeles Memorial Coliseum","Outdoor","9/16/2018 14:00","9/16/2018 13:05","9/16/2018 15:50",9.2,0
"81",2018091610,1,473,"(6:22) R.Gould 45 yard field goal is GOOD, Center-K.Nelson, Holder-B.Pinion.","SF",1,1,30403,"06:22:00",45,0,0,0,3082,72.8375,"Levi's Stadium","Outdoor","9/16/2018 13:00","9/16/2018 13:05","9/16/2018 16:25",10.31,0
"82",2018091610,2,1610,"(5:00) R.Gould 42 yard field goal is GOOD, Center-K.Nelson, Holder-B.Pinion.","SF",1,1,30403,"05:00:00",42,10,7,3,2100,72.8375,"Levi's Stadium","Outdoor","9/16/2018 14:00","9/16/2018 13:05","9/16/2018 16:25",16.09,0
"83",2018091610,2,2252,"(:06) M.Prater 27 yard field goal is GOOD, Center-D.Muhlbach, Holder-S.Martin.","DET",0,1,31446,"00:06:00",27,13,7,6,1806,72.8375,"Levi's Stadium","Outdoor","9/16/2018 14:00","9/16/2018 13:05","9/16/2018 16:25",16.09,0
"84",2018091610,3,2704,"(8:50) M.Prater 43 yard field goal is GOOD, Center-D.Muhlbach, Holder-S.Martin.","DET",0,1,31446,"08:50:00",43,20,10,10,1430,72.8375,"Levi's Stadium","Outdoor","9/16/2018 15:00","9/16/2018 13:05","9/16/2018 16:25",18.33,0
"85",2018091610,4,3534,"(11:25) R.Gould 36 yard field goal is GOOD, Center-K.Nelson, Holder-B.Pinion.","SF",1,1,30403,"11:25:00",36,27,13,14,685,72.8375,"Levi's Stadium","Outdoor","9/16/2018 16:00","9/16/2018 13:05","9/16/2018 16:25",17.21,0
"86",2018091611,1,280,"(9:36) M.Nugent 26 yard field goal is GOOD, Center-T.Sieg, Holder-J.Townsend.","OAK",0,1,29874,"09:36:00",26,0,0,0,3276,88.88,"Empower Field at Mile High","Outdoor","9/16/2018 14:00","9/16/2018 14:25","9/16/2018 17:32",6.9,0
"87",2018091611,2,1047,"(11:52) M.Nugent 46 yard field goal is GOOD, Center-T.Sieg, Holder-J.Townsend.","OAK",0,1,29874,"11:52:00",46,0,3,-3,2512,88.88,"Empower Field at Mile High","Outdoor","9/16/2018 15:00","9/16/2018 14:25","9/16/2018 17:32",5.78,0
"88",2018091611,3,2727,"(2:47) B.McManus 39 yard field goal is GOOD, Center-C.Kreiter, Holder-M.King.","DEN",1,1,40276,"02:47:00",39,7,19,-12,1067,88.88,"Empower Field at Mile High","Outdoor","9/16/2018 16:00","9/16/2018 14:25","9/16/2018 17:32",8.08,0
"89",2018091611,4,4030,"(:10) B.McManus 36 yard field goal is GOOD, Center-C.Kreiter, Holder-M.King.","DEN",1,1,40276,"00:10:00",36,17,19,-2,10,88.88,"Empower Field at Mile High","Outdoor","9/16/2018 17:00","9/16/2018 14:25","9/16/2018 17:32",9.2,0
"90",2018091612,1,219,"(11:49) S.Gostkowski 54 yard field goal is No Good, Wide Right, Center-J.Cardona, Holder-R.Allen.","NE",0,0,30932,"11:49:00",54,0,0,0,3409,88.28,"TIAA Bank Field","Outdoor","9/16/2018 16:00","9/16/2018 16:25","9/16/2018 19:27",11.43,0
