"","gameId","playId","playDescription","quarter","possessionTeam","Home","Result","kickerId","gameClock","kickLength","preSnapHomeScore","preSnapVisitorScore","scoreDifference","secondsRemain","average_temperature"
"34",2018090910,2777,"(2:44) B.Maher 47 yard field goal is No Good, Wide Right, Center-L.Ladouceur, Holder-C.Jones.",3,"DAL",0,0,40775,"02:44:00",47,10,0,10,1064,75.2
"35",2018090912,836,"(15:00) C.Parkey 26 yard field goal is GOOD, Center-P.Scales, Holder-P.O'Donnell.",2,"CHI",0,1,41688,"15:00:00",26,0,7,-7,2700,56.03
"36",2018090912,2143,"(9:18) C.Parkey 33 yard field goal is GOOD, Center-P.Scales, Holder-P.O'Donnell.",3,"CHI",0,1,41688,"09:18:00",33,0,17,-17,1458,56.03
"37",2018090912,3486,"(2:42) C.Parkey 32 yard field goal is GOOD, Center-P.Scales, Holder-P.O'Donnell.",4,"CHI",0,1,41688,"02:42:00",32,17,20,-3,162,56.03
"38",2018091000,2825,"(5:19) J.Myers 32 yard field goal is GOOD, Center-T.Hennessy, Holder-L.Edwards.",3,"NYJ",0,1,41175,"05:19:00",32,17,38,-21,1219,70
"39",2018091000,2009,"(:15) M.Prater 21 yard field goal is GOOD, Center-D.Muhlbach, Holder-S.Martin.",2,"DET",1,1,31446,"00:15:00",21,7,17,-10,1815,70
"40",2018091000,1234,"(9:28) M.Prater 55 yard field goal is No Good, Short, Center-D.Muhlbach, Holder-S.Martin.",2,"DET",1,0,31446,"09:28:00",55,7,10,-3,2368,70
"41",2018091000,3038,"(1:51) M.Prater 44 yard field goal is No Good, Wide Right, Center-D.Muhlbach, Holder-S.Martin.",3,"DET",1,0,31446,"01:51:00",44,17,41,-24,1011,70
"42",2018091000,946,"(15:00) J.Myers 35 yard field goal is GOOD, Center-T.Hennessy, Holder-L.Edwards.",2,"NYJ",0,1,41175,"15:00:00",35,7,7,0,2700,70
"43",2018091001,1746,"(2:43) G.Zuerlein 20 yard field goal is GOOD, Center-J.McQuaide, Holder-J.Hekker.",2,"LA",0,1,38701,"02:43:00",20,10,7,3,1963,63.635
"44",2018091001,1331,"(9:30) G.Zuerlein 46 yard field goal is No Good, Wide Right, Center-J.McQuaide, Holder-J.Hekker.",2,"LA",0,0,38701,"09:30:00",46,10,7,3,2370,63.635
"45",2018091001,2144,"(:15) M.Nugent 48 yard field goal is GOOD, Center-L.Smith, Holder-J.Townsend.",2,"OAK",1,1,29874,"00:15:00",48,10,10,0,1815,63.635
"46",2018091001,3870,"(3:18) G.Zuerlein 20 yard field goal is GOOD, Center-J.McQuaide, Holder-J.Hekker.",4,"LA",0,1,38701,"03:18:00",20,13,23,-10,198,63.635
"47",2018091001,1110,"(12:33) M.Nugent 24 yard field goal is GOOD, Center-L.Smith, Holder-J.Townsend.",2,"OAK",1,1,29874,"12:33:00",24,7,7,0,2553,63.635
"48",2018091001,2438,"(9:07) G.Zuerlein 28 yard field goal is GOOD, Center-J.McQuaide, Holder-J.Hekker.",3,"LA",0,1,38701,"09:07:00",28,13,10,3,1447,63.635
"49",2018091300,4460,"(3:03) R.Bullock 28 yard field goal is GOOD, Center-C.Harris, Holder-K.Huber.",4,"CIN",1,1,38691,"03:03:00",28,28,23,5,183,70.79
"50",2018091300,4707,"(2:29) R.Bullock 40 yard field goal is GOOD, Center-C.Harris, Holder-K.Huber.",4,"CIN",1,1,38691,"02:29:00",40,31,23,8,149,70.79
"51",2018091300,3081,"(12:35) J.Tucker 55 yard field goal is GOOD, Center-M.Cox, Holder-S.Koch.",3,"BAL",0,1,39470,"12:35:00",55,28,14,14,1655,70.79
"52",2018091600,460,"(5:46) M.Bryant 44 yard field goal is GOOD, Center-J.Harris, Holder-M.Bosher.",1,"ATL",1,1,27091,"05:46:00",44,0,3,-3,3046,80
"53",2018091601,1993,"(:52) S.Hauschka 41 yard field goal is GOOD, Center-R.Ferguson, Holder-C.Bojorquez.",2,"BUF",1,1,33469,"00:52:00",41,3,28,-25,1852,86
"54",2018091601,3804,"(3:52) C.Sturgis 24 yard field goal is GOOD, Center-M.Windt, Holder-D.Kaser.",4,"LAC",0,1,40114,"03:52:00",24,13,28,-15,232,86
"55",2018091602,2311,"(6:36) M.Crosby 40 yard field goal is GOOD, Center-H.Bradley, Holder-J.Scott.",3,"GB",1,1,32386,"06:36:00",40,17,7,10,1296,81.5
"56",2018091602,1861,"(:02) M.Crosby 37 yard field goal is GOOD, Center-H.Bradley, Holder-J.Scott.",2,"GB",1,1,32386,"00:02:00",37,14,7,7,1802,81.5
"57",2018091602,1704,"(1:42) D.Carlson 48 yard field goal is No Good, Wide Right, Center-K.McDermott, Holder-M.Wile.",2,"MIN",0,0,46236,"01:42:00",48,14,7,7,1902,81.5
"58",2018091602,3483,"(2:17) M.Crosby 48 yard field goal is GOOD, Center-H.Bradley, Holder-J.Scott.",4,"GB",1,1,32386,"02:17:00",48,23,21,2,137,81.5
"59",2018091602,4317,"(7:36) D.Carlson 49 yard field goal is No Good, Wide Right, Center-K.McDermott, Holder-M.Wile.",5,"MIN",0,0,46236,"07:36:00",49,29,29,0,-456,81.5
"60",2018091602,4088,"(:03) M.Crosby 52 yard field goal is No Good, Wide Left, Center-H.Bradley, Holder-J.Scott.",4,"GB",1,0,32386,"00:03:00",52,29,29,0,3,81.5
"61",2018091602,3648,"(1:49) M.Crosby 36 yard field goal is GOOD, Center-H.Bradley, Holder-J.Scott. Penalty on MIN-J.Johnson, Illegal Formation, declined.",4,"GB",1,1,32386,"01:49:00",36,26,21,5,109,81.5
"62",2018091602,3066,"(7:38) M.Crosby 31 yard field goal is GOOD, Center-H.Bradley, Holder-J.Scott.",4,"GB",1,1,32386,"07:38:00",31,20,14,6,458,81.5
"63",2018091602,4709,"(:04) D.Carlson 35 yard field goal is No Good, Wide Right, Center-K.McDermott, Holder-M.Wile.",5,"MIN",0,0,46236,"00:04:00",35,29,29,0,-4,81.5
"64",2018091603,1787,"(2:00) Z.Gonzalez 39 yard field goal is GOOD, Center-C.Hughlett, Holder-B.Colquitt.",2,"CLE",0,1,45037,"02:00:00",39,3,3,0,1920,70
"65",2018091603,4023,"(:26) W.Lutz 44 yard field goal is GOOD, Center-Z.Wood, Holder-T.Morstead.",4,"NO",1,1,43689,"00:26:00",44,18,18,0,26,70
"66",2018091603,2927,"(14:21) Z.Gonzalez 44 yard field goal is No Good, Wide Left, Center-C.Hughlett, Holder-B.Colquitt.",4,"CLE",0,0,45037,"14:21:00",44,3,12,-9,861,70
"67",2018091603,755,"(2:52) W.Lutz 31 yard field goal is GOOD, Center-Z.Wood, Holder-T.Morstead.",1,"NO",1,1,43689,"02:52:00",31,0,3,-3,2872,70
"68",2018091603,4131,"(:08) Z.Gonzalez 52 yard field goal is No Good, Wide Right, Center-C.Hughlett, Holder-B.Colquitt.",4,"CLE",0,0,45037,"00:08:00",52,21,18,3,8,70
"69",2018091604,3565,"(6:00) J.Myers 41 yard field goal is GOOD, Center-T.Hennessy, Holder-L.Edwards.",4,"NYJ",1,1,41175,"06:00:00",41,9,20,-11,360,85.73
"70",2018091604,3196,"(10:11) J.Myers 55 yard field goal is GOOD, Center-T.Hennessy, Holder-L.Edwards.",4,"NYJ",1,1,41175,"10:11:00",55,6,20,-14,611,85.73
"71",2018091606,2205,"(:07) J.Elliott 42 yard field goal is No Good, Hit Right Upright, Center-R.Lovato, Holder-C.Johnston.",2,"PHI",0,0,44966,"00:07:00",42,20,7,13,1807,91.94
"72",2018091607,597,"(5:16) (Field Goal formation) K.Fairbairn 54 yard field goal is No Good, Short, Center-J.Weeks, Holder-T.Daniel.",1,"HOU",0,0,43846,"05:16:00",54,7,0,7,3016,83.33
"73",2018091607,3741,"(1:05) (Field Goal formation) R.Succop 31 yard field goal is GOOD, Center-B.Brinkley, Holder-B.Kern.",4,"TEN",1,1,34707,"01:05:00",31,17,17,0,65,83.33
"74",2018091607,3159,"(9:48) (Field Goal formation) R.Succop 42 yard field goal is GOOD, Center-B.Brinkley, Holder-B.Kern.",4,"TEN",1,1,34707,"09:48:00",42,14,17,-3,588,83.33
"75",2018091607,2668,"(2:44) (Field Goal formation) K.Fairbairn 34 yard field goal is GOOD, Center-J.Weeks, Holder-T.Daniel.",3,"HOU",0,1,43846,"02:44:00",34,14,7,7,1064,83.33
"76",2018091608,2776,"(5:43) D.Hopkins 27 yard field goal is GOOD, Center-N.Sundberg, Holder-T.Way.",3,"WAS",1,1,40125,"05:43:00",27,3,14,-11,1243,77.48
"77",2018091608,2229,"(:05) D.Hopkins 49 yard field goal is No Good, Wide Left, Center-N.Sundberg, Holder-T.Way.",2,"WAS",1,0,40125,"00:05:00",49,3,14,-11,1805,77.48
"78",2018091608,1147,"(11:16) D.Hopkins 49 yard field goal is GOOD, Center-N.Sundberg, Holder-T.Way.",2,"WAS",1,1,40125,"11:16:00",49,0,7,-7,2476,77.48
"79",2018091608,3144,"(13:33) D.Hopkins 49 yard field goal is GOOD, Center-N.Sundberg, Holder-T.Way.",4,"WAS",1,1,40125,"13:33:00",49,6,14,-8,813,77.48
"80",2018091609,1322,"(8:11) J.Hekker 20 yard field goal is GOOD, Center-J.McQuaide, Holder-C.Kupp.",2,"LA",1,1,38815,"08:11:00",20,8,0,8,2291,78.53
"81",2018091610,473,"(6:22) R.Gould 45 yard field goal is GOOD, Center-K.Nelson, Holder-B.Pinion.",1,"SF",1,1,30403,"06:22:00",45,0,0,0,3082,72.8375
"82",2018091610,3534,"(11:25) R.Gould 36 yard field goal is GOOD, Center-K.Nelson, Holder-B.Pinion.",4,"SF",1,1,30403,"11:25:00",36,27,13,14,685,72.8375
"83",2018091610,2704,"(8:50) M.Prater 43 yard field goal is GOOD, Center-D.Muhlbach, Holder-S.Martin.",3,"DET",0,1,31446,"08:50:00",43,20,10,10,1430,72.8375
"84",2018091610,2252,"(:06) M.Prater 27 yard field goal is GOOD, Center-D.Muhlbach, Holder-S.Martin.",2,"DET",0,1,31446,"00:06:00",27,13,7,6,1806,72.8375
"85",2018091610,1610,"(5:00) R.Gould 42 yard field goal is GOOD, Center-K.Nelson, Holder-B.Pinion.",2,"SF",1,1,30403,"05:00:00",42,10,7,3,2100,72.8375
"86",2018091611,280,"(9:36) M.Nugent 26 yard field goal is GOOD, Center-T.Sieg, Holder-J.Townsend.",1,"OAK",0,1,29874,"09:36:00",26,0,0,0,3276,88.88
"87",2018091611,1047,"(11:52) M.Nugent 46 yard field goal is GOOD, Center-T.Sieg, Holder-J.Townsend.",2,"OAK",0,1,29874,"11:52:00",46,0,3,-3,2512,88.88
"88",2018091611,4030,"(:10) B.McManus 36 yard field goal is GOOD, Center-C.Kreiter, Holder-M.King.",4,"DEN",1,1,40276,"00:10:00",36,17,19,-2,10,88.88
"89",2018091611,2727,"(2:47) B.McManus 39 yard field goal is GOOD, Center-C.Kreiter, Holder-M.King.",3,"DEN",1,1,40276,"02:47:00",39,7,19,-12,1067,88.88
"90",2018091612,3040,"(14:16) S.Gostkowski 46 yard field goal is GOOD, Center-J.Cardona, Holder-R.Allen.",4,"NE",0,1,30932,"14:16:00",46,24,10,14,856,88.28
"91",2018091612,219,"(11:49) S.Gostkowski 54 yard field goal is No Good, Wide Right, Center-J.Cardona, Holder-R.Allen.",1,"NE",0,0,30932,"11:49:00",54,0,0,0,3409,88.28
"92",2018091612,1549,"(2:49) S.Gostkowski 29 yard field goal is GOOD, Center-J.Cardona, Holder-R.Allen.",2,"NE",0,1,30932,"02:49:00",29,14,0,14,1969,88.28
"93",2018091612,2508,"(7:54) J.Lambo 28 yard field goal is GOOD, Center-C.Tinker, Holder-L.Cooke.",3,"JAX",1,1,43068,"07:54:00",28,21,3,18,1374,88.28
"94",2018091613,2438,"(4:34) (Field Goal formation) A.Rosas 28 yard field goal is GOOD, Center-Z.DeOssie, Holder-R.Dixon.",3,"NYG",0,1,43937,"04:34:00",28,13,0,13,1174,84.92
"95",2018091613,473,"(6:06) (Field Goal formation) B.Maher 37 yard field goal is GOOD, Center-L.Ladouceur, Holder-C.Jones.",1,"DAL",1,1,40775,"06:06:00",37,7,0,7,3066,84.92
"96",2018091613,2116,"(10:47) (Field Goal formation) B.Maher 29 yard field goal is GOOD, Center-L.Ladouceur, Holder-C.Jones.",3,"DAL",1,1,40775,"10:47:00",29,10,0,10,1547,84.92
"97",2018091700,1854,"(1:11) C.Parkey 25 yard field goal is GOOD, Center-P.Scales, Holder-P.O'Donnell.",2,"CHI",1,1,41688,"01:11:00",25,7,0,7,1871,81.77
"98",2018091700,2113,"(:02) S.Janikowski 56 yard field goal is GOOD, Center-T.Ott, Holder-M.Dickson.",2,"SEA",0,1,25326,"00:02:00",56,10,0,10,1802,81.77
"99",2018092000,2037,"(:27) G.Joseph 45 yard field goal is GOOD, Center-C.Hughlett, Holder-B.Colquitt.",2,"CLE",1,1,46634,"00:27:00",45,0,14,-14,1827,79.64
"100",2018092000,3508,"(8:58) J.Myers 28 yard field goal is GOOD, Center-T.Hennessy, Holder-L.Edwards.",4,"NYJ",0,1,41175,"08:58:00",28,14,14,0,538,79.64
"101",2018092000,2798,"(5:24) (Field Goal formation) G.Joseph 27 yard field goal is GOOD, Center-C.Hughlett, Holder-B.Colquitt.",3,"CLE",1,1,46634,"05:24:00",27,3,14,-11,1224,79.64
"102",2018092300,2159,"(:10) W.Lutz 45 yard field goal is GOOD, Center-Z.Wood, Holder-T.Morstead.",2,"NO",0,1,43689,"00:10:00",45,14,13,1,1810,87.485
"103",2018092300,1308,"(9:43) W.Lutz 49 yard field goal is GOOD, Center-Z.Wood, Holder-T.Morstead. Kick hit left upright and went through.",2,"NO",0,1,43689,"09:43:00",49,7,7,0,2383,87.485
"104",2018092300,1715,"(3:09) W.Lutz 21 yard field goal is GOOD, Center-Z.Wood, Holder-T.Morstead.",2,"NO",0,1,43689,"03:09:00",21,7,10,-3,1989,87.485
"105",2018092301,836,"(3:43) J.Tucker 52 yard field goal is GOOD, Center-M.Cox, Holder-S.Koch.",1,"BAL",1,1,39470,"03:43:00",52,7,14,-7,2923,63.32
"106",2018092301,2352,"(:04) (Field Goal formation) J.Tucker 52 yard field goal is GOOD, Center-M.Cox, Holder-S.Koch.",2,"BAL",1,1,39470,"00:04:00",52,17,14,3,1804,63.32
"107",2018092301,1721,"(4:45) (Field Goal formation) J.Tucker 43 yard field goal is BLOCKED (J.Simmons), Center-M.Cox, Holder-S.Koch, RECOVERED by DEN-C.Harris at DEN 42. C.Harris for 58 yards, TOUCHDOWN NULLIFIED by Penalty. PENALTY on DEN-D.Peko, Illegal Block Above the Waist, 10 yards, enforced at BAL 39.",2,"BAL",1,0,39470,"04:45:00",NA,17,14,3,2085,63.32
"108",2018092302,3722,"(1:16) G.Gano 40 yard field goal is GOOD, Center-J.Jansen, Holder-M.Palardy.",4,"CAR",1,1,35102,"01:16:00",40,28,21,7,76,80
"109",2018092302,3292,"(7:19) R.Bullock 53 yard field goal is No Good, Wide Left, Center-C.Harris, Holder-K.Huber.",4,"CIN",0,0,38691,"07:19:00",53,28,21,7,439,80
"110",2018092303,1467,"(4:38) A.Rosas 30 yard field goal is GOOD, Center-Z.DeOssie, Holder-R.Dixon.",2,"NYG",0,1,43937,"04:38:00",30,3,10,-7,2078,79.7
"111",2018092303,1060,"(11:53) A.Rosas 44 yard field goal is GOOD, Center-Z.DeOssie, Holder-R.Dixon.",2,"NYG",0,1,43937,"11:53:00",44,3,7,-4,2513,79.7
"112",2018092303,2331,"(8:46) K.Fairbairn 54 yard field goal is GOOD, Center-J.Weeks, Holder-T.Daniel.",3,"HOU",1,1,43846,"08:46:00",54,6,20,-14,1426,79.7
"113",2018092303,340,"(10:13) K.Fairbairn 23 yard field goal is GOOD, Center-J.Weeks, Holder-T.Daniel.",1,"HOU",1,1,43846,"10:13:00",23,0,0,0,3313,79.7
"114",2018092303,2001,"(:04) K.Fairbairn 28 yard field goal is GOOD, Center-J.Weeks, Holder-T.Daniel.",2,"HOU",1,1,43846,"00:04:00",28,3,20,-17,1804,79.7
"115",2018092304,1326,"(8:59) J.Lambo 46 yard field goal is GOOD, Center-C.Tinker, Holder-L.Cooke.",2,"JAX",1,1,43068,"08:59:00",46,0,3,-3,2339,87.08
"116",2018092304,3131,"(11:31) J.Lambo 38 yard field goal is GOOD, Center-C.Tinker, Holder-L.Cooke.",4,"JAX",1,1,43068,"11:31:00",38,3,6,-3,691,87.08
"117",2018092304,1996,"(:02) R.Succop 48 yard field goal is No Good, Wide Right, Center-B.Brinkley, Holder-B.Kern.",2,"TEN",0,0,34707,"00:02:00",48,3,3,0,1802,87.08
"118",2018092304,2328,"(10:05) (Field Goal formation) R.Succop 36 yard field goal is GOOD, Center-B.Brinkley, Holder-B.Kern.",3,"TEN",0,1,34707,"10:05:00",36,3,3,0,1505,87.08
"119",2018092304,3429,"(4:13) R.Succop 28 yard field goal is GOOD, Center-B.Brinkley, Holder-B.Kern.",4,"TEN",0,1,34707,"04:13:00",28,6,6,0,253,87.08
"120",2018092305,3776,"(13:51) H.Butker 37 yard field goal is GOOD, Center-J.Winchester, Holder-D.Colquitt.",4,"KC",1,1,45046,"13:51:00",37,35,24,11,831,77
"121",2018092305,4231,"(5:21) R.Gould 35 yard field goal is GOOD, Center-K.Nelson, Holder-B.Pinion.",4,"SF",0,1,30403,"05:21:00",35,38,24,14,321,77
"122",2018092305,2533,"(:04) R.Gould 39 yard field goal is GOOD, Center-K.Nelson, Holder-B.Pinion.",2,"SF",0,1,30403,"00:04:00",39,35,7,28,1804,77
"123",2018092306,3794,"(:25) (Field Goal formation) M.Nugent 52 yard field goal is GOOD, Center-T.Sieg, Holder-J.Townsend.",4,"OAK",0,1,29874,"00:25:00",52,28,17,11,25,90.5
"124",2018092306,1591,"(3:35) (Field Goal formation) M.Nugent 25 yard field goal is GOOD, Center-T.Sieg, Holder-J.Townsend.",2,"OAK",0,1,29874,"03:35:00",25,7,7,0,2015,90.5
"125",2018092307,1599,"(6:21) S.Hauschka 50 yard field goal is GOOD, Center-R.Ferguson, Holder-C.Bojorquez.",2,"BUF",0,1,33469,"06:21:00",50,0,24,-24,2181,70
"126",2018092307,518,"(7:27) S.Hauschka 30 yard field goal is GOOD, Center-R.Ferguson, Holder-C.Bojorquez.",1,"BUF",0,1,33469,"07:27:00",30,0,7,-7,3147,70
"127",2018092308,786,"(2:21) J.Elliott 55 yard field goal is No Good, Wide Left, Center-R.Lovato, Holder-C.Johnston.",1,"PHI",1,0,44966,"02:21:00",55,7,0,7,2841,61.8285714285714
"128",2018092308,3154,"(14:22) A.Vinatieri 28 yard field goal is GOOD, Center-L.Rhodes, Holder-R.Sanchez.",4,"IND",0,1,21213,"14:22:00",28,13,13,0,862,61.8285714285714
"129",2018092308,2493,"(8:26) A.Vinatieri 31 yard field goal is GOOD, Center-L.Rhodes, Holder-R.Sanchez.",3,"IND",0,1,21213,"08:26:00",31,10,10,0,1406,61.8285714285714
"130",2018092308,1666,"(3:09) J.Elliott 33 yard field goal is GOOD, Center-R.Lovato, Holder-C.Johnston.",2,"PHI",1,1,44966,"03:09:00",33,7,7,0,1989,61.8285714285714
"131",2018092308,2332,"(9:44) A.Vinatieri 35 yard field goal is GOOD, Center-L.Rhodes, Holder-R.Sanchez.",3,"IND",0,1,21213,"09:44:00",35,10,7,3,1484,61.8285714285714
"132",2018092308,2795,"(2:53) J.Elliott 24 yard field goal is GOOD, Center-R.Lovato, Holder-C.Johnston.",3,"PHI",1,1,44966,"02:53:00",24,10,13,-3,1073,61.8285714285714
"133",2018092309,1145,"(12:56) M.Crosby 41 yard field goal is GOOD, Center-H.Bradley, Holder-J.Scott.",2,"GB",0,1,32386,"12:56:00",41,14,0,14,2576,63.02
"134",2018092309,4045,"(2:00) D.Hopkins 35 yard field goal is GOOD, Center-N.Sundberg, Holder-T.Way.",4,"WAS",1,1,40125,"02:00:00",35,28,17,11,120,63.02
"135",2018092310,3313,"(11:54) C.Sturgis 26 yard field goal is GOOD, Center-M.Windt, Holder-D.Kaser.",4,"LAC",0,1,40114,"11:54:00",26,35,20,15,714,71.96
"136",2018092310,2170,"(:04) S.Ficken 46 yard field goal is No Good, Wide Right, Center-J.McQuaide, Holder-J.Hekker.",2,"LA",1,0,44240,"00:04:00",46,21,13,8,1804,71.96
"137",2018092311,2936,"(:49) C.Parkey 41 yard field goal is GOOD, Center-P.Scales, Holder-P.O'Donnell.",3,"CHI",0,1,41688,"00:49:00",41,14,10,4,949,101.3
"138",2018092311,1704,"(1:57) C.Parkey 20 yard field goal is GOOD, Center-P.Scales, Holder-P.O'Donnell.",2,"CHI",0,1,41688,"01:57:00",20,14,0,14,1917,101.3
"139",2018092311,460,"(4:59) C.Parkey 46 yard field goal is No Good, Wide Right, Center-P.Scales, Holder-P.O'Donnell.",1,"CHI",0,0,41688,"04:59:00",46,7,0,7,2999,101.3
"140",2018092311,3498,"(4:34) C.Parkey 43 yard field goal is GOOD, Center-P.Scales, Holder-P.O'Donnell.",4,"CHI",0,1,41688,"04:34:00",43,14,13,1,274,101.3
