"","gameId","playId","possessionTeam","specialTeamsResult","kickerId","scoreDifference","secondsRemain"
"187",2018093008,2716,"SEA","Kick Attempt Good",25326,3,1204
"188",2018093008,4046,"ARI","Kick Attempt No Good",23860,0,115
"189",2018093008,4199,"SEA","Kick Attempt Good",25326,0,4
"190",2018093009,836,"CLE","Kick Attempt Good",46634,7,2823
"191",2018093009,1087,"OAK","Kick Attempt No Good",46663,4,2570
"192",2018093009,2285,"CLE","Kick Attempt Good",46634,-3,1466
"193",2018093009,3336,"OAK","Kick Attempt Good",46663,-7,857
"194",2018093009,3678,"OAK","Kick Attempt Good",46663,3,650
"195",2018093010,557,"LAC","Kick Attempt No Good",40114,-7,3126
"196",2018093010,1529,"SF","Kick Attempt Good",30403,-8,2102
"197",2018093010,2010,"LAC","Kick Attempt Good",40114,-3,1804
"198",2018093010,2644,"LAC","Kick Attempt Good",40114,6,1368
"199",2018093010,3385,"SF","Kick Attempt Good",30403,2,763
"200",2018093010,3600,"LAC","Kick Attempt Good",40114,-1,464
"201",2018093011,856,"NO","Kick Attempt Good",43689,7,2700
"202",2018093011,1328,"NO","Kick Attempt Good",43689,4,2243
"203",2018093011,1662,"NO","Kick Attempt Good",43689,1,2020
"204",2018093011,1985,"NO","Kick Attempt Good",43689,-2,1815
"205",2018093011,2705,"NYG","Kick Attempt Good",43937,-12,1032
"206",2018093012,1115,"PIT","Kick Attempt Good",41953,-14,2650
"207",2018093012,1643,"PIT","Kick Attempt Good",41953,-11,2189
"208",2018093012,3016,"BAL","Kick Attempt Good",39470,0,1143
"209",2018093012,3465,"BAL","Kick Attempt Good",39470,-3,707
"210",2018093012,3952,"BAL","Kick Attempt Good",39470,-6,220
"211",2018093012,4207,"BAL","Kick Attempt Good",39470,-9,120
"212",2018100100,188,"DEN","Kick Attempt Good",40276,0,3398
"213",2018100100,453,"KC","Kick Attempt Good",45046,3,3067
"214",2018100100,2016,"DEN","Kick Attempt Good",40276,0,1804
"215",2018100100,2357,"KC","Kick Attempt Good",45046,3,1475
"216",2018100100,3150,"DEN","Kick Attempt Good",40276,7,772
"217",2018100400,883,"IND","Kick Attempt No Good",21213,7,2761
"218",2018100400,1363,"IND","Kick Attempt Good",21213,14,2334
"219",2018100400,2330,"NE","Kick Attempt Good",30932,18,1817
"220",2018100700,912,"TEN","Kick Attempt Good",34707,7,2799
"221",2018100700,1558,"BUF","Non-Special Teams Result",NA,4,2110
"222",2018100700,1957,"TEN","Kick Attempt Good",34707,4,1803
"223",2018100700,2802,"BUF","Kick Attempt Good",33469,1,1023
"224",2018100700,3215,"TEN","Kick Attempt Good",34707,4,634
"225",2018100700,3520,"TEN","Kick Attempt Good",34707,1,287
"226",2018100700,3853,"BUF","Kick Attempt Good",33469,-2,3
"227",2018100701,477,"NYG","Kick Attempt Good",43937,0,3150
"228",2018100701,1338,"CAR","Kick Attempt Good",35102,11,2330
"229",2018100701,1716,"CAR","Kick Attempt Good",35102,7,1961
"230",2018100701,1969,"NYG","Kick Attempt Good",43937,10,1825
"231",2018100701,2504,"NYG","Kick Attempt Good",43937,7,1359
"232",2018100701,3888,"CAR","Kick Attempt Good",35102,3,141
"233",2018100701,4262,"CAR","Kick Attempt Good",35102,-1,6
"234",2018100702,2197,"MIA","Kick Attempt Good",46298,-14,1470
"235",2018100702,2399,"CIN","Kick Attempt Good",38691,-17,1212
"236",2018100702,3395,"CIN","Kick Attempt Good",38691,0,213
"237",2018100703,445,"BAL","Kick Attempt Good",39470,0,3221
"238",2018100703,2072,"BAL","Blocked Kick Attempt",39470,3,1805
"239",2018100703,2627,"CLE","Kick Attempt Good",46634,3,1352
"240",2018100703,2982,"BAL","Kick Attempt Good",39470,6,956
"241",2018100703,4028,"BAL","Kick Attempt Good",39470,3,56
"242",2018100703,4253,"CLE","Kick Attempt No Good",46634,0,9
"243",2018100704,834,"GB","Kick Attempt No Good",32386,7,2906
"244",2018100704,1181,"DET","Kick Attempt Good",31446,14,2692
"245",2018100704,1404,"GB","Kick Attempt No Good",32386,17,2482
"246",2018100704,1791,"GB","Kick Attempt No Good",32386,17,2018
"247",2018100704,2912,"DET","Kick Attempt No Good",31446,16,1261
"248",2018100704,4187,"GB","Kick Attempt No Good",32386,11,220
"249",2018100704,4625,"GB","Kick Attempt Good",32386,11,7
"250",2018100705,1043,"KC","Kick Attempt Good",45046,7,2613
"251",2018100705,1740,"KC","Kick Attempt Good",45046,10,1920
"252",2018100705,2847,"KC","Kick Attempt Good",45046,20,1230
"253",2018100706,670,"NYJ","Kick Attempt No Good",41175,-7,2892
"254",2018100706,1693,"DEN","Kick Attempt Good",40276,7,2041
"255",2018100706,2780,"NYJ","Kick Attempt Good",41175,11,1196
"256",2018100706,3240,"NYJ","Kick Attempt Good",41175,14,782
"257",2018100707,1585,"ATL","Kick Attempt Good",27091,6,2107
"258",2018100708,232,"LAC","Kick Attempt Good",40114,0,3374
"259",2018100708,855,"OAK","Kick Attempt Good",46663,3,2607
"260",2018100708,1951,"OAK","Kick Attempt No Good",46663,14,1811
"261",2018100708,2062,"LAC","Kick Attempt No Good",40114,14,1800
"262",2018100708,2515,"LAC","Kick Attempt Good",40114,14,1269
"263",2018100709,298,"MIN","Kick Attempt No Good",38134,0,3223
"264",2018100709,505,"MIN","Kick Attempt Good",38134,0,3006
"265",2018100709,931,"PHI","Kick Attempt Good",44966,-3,2547
"266",2018100709,1171,"MIN","Kick Attempt No Good",38134,0,2217
"267",2018100709,2336,"MIN","Kick Attempt Good",38134,-14,1355
"268",2018100709,2578,"PHI","Kick Attempt Good",44966,-17,1080
"269",2018100709,3586,"MIN","Kick Attempt Good",38134,-6,171
"270",2018100710,3136,"SF","Kick Attempt No Good",30403,-8,897
"271",2018100711,1201,"LA","Kick Attempt Good",41991,0,2476
"272",2018100711,1897,"SEA","Kick Attempt Good",25326,-3,1920
"273",2018100711,3865,"LA","Kick Attempt Good",41991,1,369
"274",2018100712,232,"DAL","Kick Attempt Good",40775,0,3306
"275",2018100712,427,"HOU","Kick Attempt No Good",43846,-3,3052
"276",2018100712,542,"DAL","Kick Attempt Good",40775,-3,2893
"277",2018100712,1384,"HOU","Kick Attempt Good",43846,1,2163
"278",2018100712,2688,"HOU","Kick Attempt Good",43846,-3,1205
"279",2018100712,3388,"HOU","Kick Attempt Good",43846,0,514
"280",2018100712,3513,"DAL","Kick Attempt Good",40775,3,343
"281",2018100800,738,"WAS","Kick Attempt Good",40125,6,2862
"282",2018100800,3433,"NO","Kick Attempt Good",43689,27,855
"283",2018101100,404,"NYG","Kick Attempt Good",43937,-7,3309
"284",2018101100,1636,"NYG","Kick Attempt Good",43937,-11,2148
"285",2018101100,2111,"PHI","Kick Attempt Good",44966,-15,1894
"286",2018101100,2234,"NYG","Kick Attempt No Good",43937,-18,1828
"287",2018101100,2373,"PHI","Kick Attempt No Good",44966,-18,1807
"288",2018101100,3257,"PHI","Kick Attempt Good",44966,-18,896
"289",2018101400,2049,"ATL","Kick Attempt Good",27091,8,1806
"290",2018101400,2763,"TB","Kick Attempt Good",41736,11,1063
"291",2018101400,3970,"ATL","Kick Attempt Good",27091,2,76
"292",2018101401,2539,"PIT","Kick Attempt Good",41953,0,1316
"293",2018101401,3504,"PIT","Kick Attempt Good",41953,-3,215
"294",2018101402,1188,"CLE","Kick Attempt Good",46634,-7,2570
"295",2018101402,2271,"CLE","Kick Attempt Good",46634,-18,1803
"296",2018101402,3890,"LAC","Kick Attempt Good",46342,-21,259
"297",2018101403,1385,"HOU","Kick Attempt Good",43846,7,2317
"298",2018101403,2160,"BUF","Kick Attempt Good",33469,10,1515
"299",2018101403,2656,"BUF","Kick Attempt Good",33469,7,1038
"300",2018101403,3679,"HOU","Kick Attempt Good",43846,-3,97
"301",2018101404,2278,"MIA","Kick Attempt Good",46298,-7,1375
"302",2018101404,2690,"MIA","Kick Attempt Good",46298,-11,930
"303",2018101405,472,"ARI","Kick Attempt Good",23860,0,3202
"304",2018101405,858,"MIN","Kick Attempt Good",38134,4,2828
"305",2018101405,2068,"MIN","Kick Attempt Good",38134,0,1812
"306",2018101406,608,"NYJ","Kick Attempt Good",41175,0,2975
"307",2018101406,1030,"IND","Kick Attempt Good",21213,3,2607
"308",2018101406,1222,"IND","Kick Attempt Good",21213,0,2487
"309",2018101406,1919,"NYJ","Kick Attempt Good",41175,4,1889
"310",2018101406,2197,"NYJ","Kick Attempt Good",41175,7,1803
"311",2018101406,2796,"NYJ","Kick Attempt Good",41175,10,1137
"312",2018101406,3531,"NYJ","Kick Attempt Good",41175,6,584
"313",2018101406,3811,"NYJ","Kick Attempt Good",41175,9,358
"314",2018101406,4146,"NYJ","Kick Attempt Good",41175,12,202
"315",2018101407,1413,"OAK","Kick Attempt No Good",46663,-14,2182
"316",2018101407,2031,"SEA","Kick Attempt Good",25326,-14,1804
"317",2018101407,2281,"SEA","Kick Attempt Good",25326,-17,1605
"318",2018101407,3362,"OAK","Kick Attempt Good",46663,-27,510
"319",2018101408,1390,"WAS","Kick Attempt Good",40125,14,2135
"320",2018101408,2653,"CAR","Kick Attempt Good",35102,11,1212
"321",2018101408,3083,"WAS","Kick Attempt Good",40125,8,766
"322",2018101408,3602,"WAS","Kick Attempt Good",40125,3,198
"323",2018101409,320,"LA","Kick Attempt Good",41991,0,3387
"324",2018101409,656,"LA","Kick Attempt Good",41991,-3,2965
"325",2018101409,922,"DEN","Kick Attempt Good",40276,-6,2707
"326",2018101409,3362,"LA","Kick Attempt No Good",41991,-10,619
"327",2018101409,3490,"DEN","Kick Attempt Good",40276,-10,537
"328",2018101409,3865,"LA","Kick Attempt Good",41991,-7,199
"329",2018101410,355,"DAL","Kick Attempt Good",40775,0,3220
"330",2018101410,2716,"DAL","Kick Attempt Good",40775,17,1089
"331",2018101410,2882,"DAL","Kick Attempt Good",40775,20,982
"332",2018101410,3447,"DAL","Kick Attempt Good",40775,30,432
"333",2018101412,372,"KC","Kick Attempt Good",45046,0,3249
"334",2018101412,593,"NE","Kick Attempt Good",30932,-3,3022
"335",2018101412,806,"KC","Kick Attempt Good",45046,7,2909
"336",2018101412,1372,"KC","Kick Attempt Good",45046,11,2184
"337",2018101412,2378,"NE","Kick Attempt Good",30932,8,1340
"338",2018101412,2645,"KC","Kick Attempt Good",45046,11,1120
"339",2018101412,3176,"NE","Kick Attempt Good",30932,1,625
"340",2018101412,3738,"NE","Kick Attempt Good",30932,4,199
"341",2018101412,4018,"NE","Kick Attempt Good",30932,0,3
"342",2018101500,524,"GB","Kick Attempt Good",32386,0,3162
"343",2018101500,1518,"GB","Kick Attempt Good",32386,3,2258
"344",2018101500,2087,"SF","Kick Attempt Good",30403,-1,1804
"345",2018101500,2277,"GB","Kick Attempt Good",32386,-4,1581
"346",2018101500,2489,"SF","Kick Attempt Good",30403,-1,1324
"347",2018101500,2891,"SF","Kick Attempt Good",30403,-4,792
"348",2018101500,3987,"GB","Kick Attempt Good",32386,0,3
"349",2018101800,769,"ARI","Kick Attempt Good",23860,-14,3023
"350",2018102100,290,"TEN","Kick Attempt Good",34707,0,3287
"351",2018102100,729,"LAC","Kick Attempt Good",46342,4,2811
"352",2018102100,941,"TEN","Kick Attempt Good",34707,7,2575
"353",2018102100,2640,"LAC","Kick Attempt Good",46342,4,753
"354",2018102101,1473,"BAL","Kick Attempt Good",39470,0,2167
"355",2018102101,3895,"NO","Kick Attempt Good",43689,-4,135
"356",2018102102,759,"CHI","Kick Attempt Good",41688,-7,2935
"357",2018102102,2915,"NE","Kick Attempt Good",30932,3,1372
"358",2018102103,2004,"IND","Kick Attempt Good",21213,21,1803
"359",2018102103,2306,"BUF","Kick Attempt Good",33469,24,1366
"360",2018102104,278,"HOU","Kick Attempt Good",43846,0,3327
"361",2018102104,683,"HOU","Kick Attempt Good",43846,-3,2904
"362",2018102105,935,"KC","Kick Attempt No Good",45046,7,2744
"363",2018102105,2343,"KC","Kick Attempt Good",45046,14,1811
"364",2018102105,2920,"CIN","Kick Attempt Good",38691,31,1280
"365",2018102106,874,"DET","Kick Attempt Good",31446,-7,2559
"366",2018102106,1987,"DET","Kick Attempt Good",31446,-10,1416
"367",2018102106,2747,"DET","Kick Attempt Good",31446,-12,609
"368",2018102106,3273,"DET","Kick Attempt Good",31446,-8,120
"369",2018102106,3533,"MIA","Kick Attempt No Good",46298,-11,53
"370",2018102107,1386,"MIN","Kick Attempt Good",38134,0,2416
"371",2018102107,2209,"MIN","Kick Attempt No Good",38134,-3,1847
"372",2018102107,2828,"MIN","Kick Attempt Good",38134,-10,1252
"373",2018102107,3002,"NYJ","Kick Attempt Good",41175,-13,1064
"374",2018102107,4206,"MIN","Kick Attempt Good",38134,-17,206
"375",2018102108,666,"PHI","Kick Attempt No Good",44966,0,2870
"376",2018102108,1273,"PHI","Kick Attempt Good",44966,7,2200
"377",2018102109,4292,"TB","Kick Attempt No Good",41736,0,4
"378",2018102110,2116,"WAS","Kick Attempt Good",40125,0,1453
"379",2018102110,2677,"WAS","Kick Attempt Good",40125,3,758
"380",2018102110,2823,"DAL","Kick Attempt Good",40775,6,590
"381",2018102110,4000,"DAL","Kick Attempt No Good",40775,3,3
"382",2018102111,509,"LA","Kick Attempt Good",38701,0,3098
"383",2018102111,1245,"LA","Kick Attempt Good",38701,-12,2408
"384",2018102111,2484,"LA","Kick Attempt Good",38701,-15,1389
"385",2018102111,2888,"SF","Kick Attempt Good",30403,-25,1062
"386",2018102200,1668,"NYG","Kick Attempt Good",43937,7,1854
"387",2018102200,1931,"ATL","Kick Attempt Good",38851,4,1808
"388",2018102200,2954,"ATL","Kick Attempt Good",38851,4,900
"389",2018102200,3934,"ATL","Kick Attempt Good",38851,8,120
"390",2018102500,1701,"MIA","Kick Attempt Good",46298,7,1981
"391",2018102500,3117,"MIA","Kick Attempt Good",46298,11,939
"392",2018102500,3417,"MIA","Kick Attempt Good",46298,15,690
"393",2018102800,466,"JAX","Kick Attempt Good",43068,0,3116
"394",2018102800,1080,"PHI","Kick Attempt Good",44966,3,2266
"395",2018102800,1303,"JAX","Kick Attempt Good",43068,0,1968
"396",2018102800,2772,"JAX","Kick Attempt Good",43068,-5,794
"397",2018102800,3234,"JAX","Kick Attempt Good",43068,-9,420
"398",2018102801,2134,"CAR","Kick Attempt Good",35102,14,1802
"399",2018102801,2846,"CAR","Kick Attempt Good",35102,17,1083
"400",2018102801,3801,"CAR","Kick Attempt Good",35102,19,194
"401",2018102802,363,"CHI","Kick Attempt No Good",41688,0,3183
"402",2018102802,1017,"NYJ","Kick Attempt Good",41175,7,2523
"403",2018102802,2963,"CHI","Kick Attempt Good",41688,11,900
"404",2018102803,2417,"TB","Kick Attempt Good",41736,21,1806
"405",2018102803,3617,"TB","Kick Attempt Good",41736,18,779
"406",2018102803,4888,"CIN","Kick Attempt Good",38691,0,5
"407",2018102805,831,"KC","Kick Attempt Good",45046,-7,2841
"408",2018102805,1228,"DEN","Kick Attempt No Good",40276,-4,2506
"409",2018102805,4100,"DEN","Kick Attempt Good",40276,10,112
"410",2018102806,1518,"WAS","Kick Attempt No Good",40125,-7,2003
"411",2018102806,1771,"NYG","Kick Attempt Good",43937,-7,1879
"412",2018102806,2514,"WAS","Kick Attempt Good",40125,-4,1196
