"","gameId","playId","possessionTeam","Home","Result","kickerId","kickLength","scoreDifference","secondsRemain"
"90",2018091613,473,"DAL",1,1,40775,37,7,3066
"91",2018091613,2116,"DAL",1,1,40775,29,10,1547
"92",2018091613,2438,"NYG",0,1,43937,28,13,1174
"93",2018091700,1854,"CHI",1,1,41688,25,7,1871
"94",2018091700,2113,"SEA",0,1,25326,56,10,1802
"95",2018092000,2037,"CLE",1,1,46634,45,-14,1827
"96",2018092000,2798,"CLE",1,1,46634,27,-11,1224
"97",2018092000,3508,"NYJ",0,1,41175,28,0,538
"98",2018092300,1308,"NO",0,1,43689,49,0,2383
"99",2018092300,1715,"NO",0,1,43689,21,-3,1989
"100",2018092300,2159,"NO",0,1,43689,45,1,1810
"101",2018092301,836,"BAL",1,1,39470,52,-7,2923
"102",2018092301,1721,"BAL",1,0,39470,NA,3,2085
"103",2018092301,2352,"BAL",1,1,39470,52,3,1804
"104",2018092302,3292,"CIN",0,0,38691,53,7,439
"105",2018092302,3722,"CAR",1,1,35102,40,7,76
"106",2018092303,340,"HOU",1,1,43846,23,0,3313
"107",2018092303,1060,"NYG",0,1,43937,44,-4,2513
"108",2018092303,1467,"NYG",0,1,43937,30,-7,2078
"109",2018092303,2001,"HOU",1,1,43846,28,-17,1804
"110",2018092303,2331,"HOU",1,1,43846,54,-14,1426
"111",2018092304,1326,"JAX",1,1,43068,46,-3,2339
"112",2018092304,1996,"TEN",0,0,34707,48,0,1802
"113",2018092304,2328,"TEN",0,1,34707,36,0,1505
"114",2018092304,3131,"JAX",1,1,43068,38,-3,691
"115",2018092304,3429,"TEN",0,1,34707,28,0,253
"116",2018092305,2533,"SF",0,1,30403,39,28,1804
"117",2018092305,3776,"KC",1,1,45046,37,11,831
"118",2018092305,4231,"SF",0,1,30403,35,14,321
"119",2018092306,1591,"OAK",0,1,29874,25,0,2015
"120",2018092306,3794,"OAK",0,1,29874,52,11,25
"121",2018092307,518,"BUF",0,1,33469,30,-7,3147
"122",2018092307,1599,"BUF",0,1,33469,50,-24,2181
"123",2018092308,786,"PHI",1,0,44966,55,7,2841
"124",2018092308,1666,"PHI",1,1,44966,33,0,1989
"125",2018092308,2332,"IND",0,1,21213,35,3,1484
"126",2018092308,2493,"IND",0,1,21213,31,0,1406
"127",2018092308,2795,"PHI",1,1,44966,24,-3,1073
"128",2018092308,3154,"IND",0,1,21213,28,0,862
"129",2018092309,1145,"GB",0,1,32386,41,14,2576
"130",2018092309,2100,"GB",0,0,NA,NA,18,1803
"131",2018092309,4045,"WAS",1,1,40125,35,11,120
"132",2018092310,2170,"LA",1,0,44240,46,8,1804
"133",2018092310,3313,"LAC",0,1,40114,26,15,714
"134",2018092311,460,"CHI",0,0,41688,46,7,2999
"135",2018092311,1704,"CHI",0,1,41688,20,14,1917
"136",2018092311,2936,"CHI",0,1,41688,41,4,949
"137",2018092311,3498,"CHI",0,1,41688,43,1,274
"138",2018092312,1669,"DAL",0,1,40775,50,7,2130
"139",2018092312,2235,"SEA",1,1,25326,47,11,1804
"140",2018092312,2831,"DAL",0,1,40775,35,14,1128
"141",2018092313,422,"DET",1,1,31446,38,0,3060
"142",2018092313,1380,"DET",1,1,31446,25,10,2102
"143",2018092313,1678,"NE",0,1,30932,36,13,1844
"144",2018092313,2836,"DET",1,1,31446,32,10,768
"145",2018092313,3625,"DET",1,1,31446,30,13,120
"146",2018092400,1070,"PIT",0,1,41953,38,1,2539
"147",2018092400,1973,"TB",1,1,41736,21,-16,1877
"148",2018092400,2779,"TB",1,1,41736,28,-20,1330
"149",2018092400,3064,"PIT",0,0,41953,47,-17,971
"150",2018092700,1089,"MIN",0,1,38134,37,0,2410
"151",2018092700,2363,"MIN",0,1,38134,39,11,1806
"152",2018092700,2967,"LA",1,1,44240,34,8,1226
"153",2018092700,3713,"LA",1,0,44240,28,10,505
"154",2018092700,3925,"MIN",0,1,38134,40,10,230
"155",2018093000,2144,"ATL",1,1,27091,55,-7,1802
"156",2018093000,2376,"ATL",1,1,27091,28,-4,1585
"157",2018093000,3617,"CIN",0,1,38691,36,5,503
"158",2018093000,3990,"ATL",1,1,27091,32,2,258
"159",2018093001,1050,"TB",0,1,41736,30,14,2700
"160",2018093001,2426,"CHI",1,1,41688,50,32,1803
"161",2018093001,3732,"CHI",1,1,41688,46,35,388
"162",2018093002,581,"DAL",1,1,40775,32,0,2974
"163",2018093002,1226,"DAL",1,1,40775,43,-4,2466
"164",2018093002,1640,"DET",0,1,31446,33,-1,1974
"165",2018093002,3319,"DAL",1,1,40775,22,3,352
"166",2018093002,3786,"DAL",1,1,40775,38,-1,3
"167",2018093003,2000,"GB",1,1,32386,52,13,1803
"168",2018093003,2256,"GB",1,1,32386,36,16,1577
"169",2018093003,3781,"GB",1,1,32386,52,19,120
"170",2018093004,2357,"IND",1,1,21213,42,-14,1806
"171",2018093004,4233,"HOU",0,1,43846,40,-5,182
"172",2018093004,4658,"HOU",0,0,43846,59,0,6
"173",2018093005,615,"JAX",1,1,43068,32,0,2925
"174",2018093005,1022,"JAX",1,1,43068,22,3,2368
"175",2018093005,1796,"JAX",1,1,43068,54,13,1834
"176",2018093005,2725,"NYJ",0,1,41175,27,18,1198
"177",2018093005,3356,"NYJ",0,1,41175,38,22,776
"178",2018093006,542,"NE",1,1,30932,20,0,3030
"179",2018093007,220,"TEN",1,1,34707,42,0,3386
"180",2018093007,1946,"PHI",0,1,44966,27,-4,1803
"181",2018093007,3009,"TEN",1,1,34707,33,-7,562
"182",2018093007,3718,"PHI",0,1,44966,30,3,21
"183",2018093008,705,"SEA",0,0,25326,38,-7,2979
"184",2018093008,1067,"ARI",1,1,23860,23,-7,2648
"185",2018093008,1532,"SEA",0,0,25326,52,-4,2129
"186",2018093008,2251,"ARI",1,0,23860,50,3,1802
"187",2018093008,2716,"SEA",0,1,25326,40,3,1204
"188",2018093008,4046,"ARI",1,0,23860,45,0,115
"189",2018093008,4199,"SEA",0,1,25326,52,0,4
"190",2018093009,836,"CLE",0,1,46634,25,7,2823
"191",2018093009,1087,"OAK",1,0,46663,47,4,2570
"192",2018093009,2285,"CLE",0,1,46634,28,-3,1466
"193",2018093009,3336,"OAK",1,1,46663,29,-7,857
"194",2018093009,3678,"OAK",1,1,46663,44,3,650
"195",2018093010,557,"LAC",1,0,40114,54,-7,3126
"196",2018093010,1529,"SF",0,1,30403,21,-8,2102
"197",2018093010,2010,"LAC",1,1,40114,48,-3,1804
"198",2018093010,2644,"LAC",1,1,40114,25,6,1368
"199",2018093010,3385,"SF",0,1,30403,33,2,763
"200",2018093010,3600,"LAC",1,1,40114,21,-1,464
"201",2018093011,856,"NO",0,1,43689,42,7,2700
"202",2018093011,1328,"NO",0,1,43689,34,4,2243
"203",2018093011,1662,"NO",0,1,43689,37,1,2020
"204",2018093011,1985,"NO",0,1,43689,26,-2,1815
"205",2018093011,2705,"NYG",1,1,43937,33,-12,1032
"206",2018093012,1115,"PIT",1,1,41953,34,-14,2650
"207",2018093012,1643,"PIT",1,1,41953,39,-11,2189
"208",2018093012,3016,"BAL",0,1,39470,47,0,1143
"209",2018093012,3465,"BAL",0,1,39470,49,-3,707
"210",2018093012,3952,"BAL",0,1,39470,28,-6,220
"211",2018093012,4207,"BAL",0,1,39470,31,-9,120
"212",2018100100,188,"DEN",1,1,40276,42,0,3398
"213",2018100100,453,"KC",0,1,45046,33,3,3067
"214",2018100100,2016,"DEN",1,1,40276,34,0,1804
"215",2018100100,2357,"KC",0,1,45046,21,3,1475
"216",2018100100,3150,"DEN",1,1,40276,46,7,772
"217",2018100400,883,"IND",0,0,21213,38,7,2761
"218",2018100400,1363,"IND",0,1,21213,54,14,2334
"219",2018100400,2330,"NE",1,1,30932,45,18,1817
"220",2018100700,912,"TEN",0,1,34707,25,7,2799
"221",2018100700,1558,"BUF",1,0,NA,NA,4,2110
"222",2018100700,1957,"TEN",0,1,34707,54,4,1803
"223",2018100700,2802,"BUF",1,1,33469,40,1,1023
"224",2018100700,3215,"TEN",0,1,34707,39,4,634
"225",2018100700,3520,"TEN",0,1,34707,50,1,287
"226",2018100700,3853,"BUF",1,1,33469,46,-2,3
"227",2018100701,477,"NYG",0,1,43937,42,0,3150
"228",2018100701,1338,"CAR",1,1,35102,47,11,2330
"229",2018100701,1716,"CAR",1,1,35102,47,7,1961
"230",2018100701,1969,"NYG",0,1,43937,53,10,1825
"231",2018100701,2504,"NYG",0,1,43937,36,7,1359
"232",2018100701,3888,"CAR",1,1,35102,39,3,141
"233",2018100701,4262,"CAR",1,1,35102,63,-1,6
"234",2018100702,2197,"MIA",0,1,46298,42,-14,1470
"235",2018100702,2399,"CIN",1,1,38691,51,-17,1212
"236",2018100702,3395,"CIN",1,1,38691,20,0,213
"237",2018100703,445,"BAL",0,1,39470,44,0,3221
"238",2018100703,2072,"BAL",0,0,39470,NA,3,1805
"239",2018100703,2627,"CLE",1,1,46634,35,3,1352
"240",2018100703,2982,"BAL",0,1,39470,25,6,956
"241",2018100703,4028,"BAL",0,1,39470,32,3,56
"242",2018100703,4253,"CLE",1,0,46634,55,0,9
"243",2018100704,834,"GB",0,0,32386,41,7,2906
"244",2018100704,1181,"DET",1,1,31446,39,14,2692
"245",2018100704,1404,"GB",0,0,32386,42,17,2482
"246",2018100704,1791,"GB",0,0,32386,38,17,2018
"247",2018100704,2912,"DET",1,0,31446,55,16,1261
"248",2018100704,4187,"GB",0,0,32386,56,11,220
"249",2018100704,4625,"GB",0,1,32386,41,11,7
"250",2018100705,1043,"KC",1,1,45046,22,7,2613
"251",2018100705,1740,"KC",1,1,45046,42,10,1920
"252",2018100705,2847,"KC",1,1,45046,38,20,1230
"253",2018100706,670,"NYJ",1,0,41175,30,-7,2892
"254",2018100706,1693,"DEN",0,1,40276,30,7,2041
"255",2018100706,2780,"NYJ",1,1,41175,49,11,1196
"256",2018100706,3240,"NYJ",1,1,41175,30,14,782
"257",2018100707,1585,"ATL",0,1,27091,47,6,2107
"258",2018100708,232,"LAC",1,1,40114,49,0,3374
"259",2018100708,855,"OAK",0,1,46663,24,3,2607
"260",2018100708,1951,"OAK",0,0,46663,57,14,1811
"261",2018100708,2062,"LAC",1,0,40114,48,14,1800
"262",2018100708,2515,"LAC",1,1,40114,30,14,1269
"263",2018100709,298,"MIN",0,0,38134,28,0,3223
"264",2018100709,505,"MIN",0,1,38134,37,0,3006
"265",2018100709,931,"PHI",1,1,44966,30,-3,2547
"266",2018100709,1171,"MIN",0,0,38134,45,0,2217
"267",2018100709,2336,"MIN",0,1,38134,22,-14,1355
"268",2018100709,2578,"PHI",1,1,44966,28,-17,1080
"269",2018100709,3586,"MIN",0,1,38134,52,-6,171
"270",2018100710,3136,"SF",1,0,30403,45,-8,897
"271",2018100711,1201,"LA",0,1,41991,19,0,2476
"272",2018100711,1897,"SEA",1,1,25326,52,-3,1920
"273",2018100711,3865,"LA",0,1,41991,39,1,369
"274",2018100712,232,"DAL",0,1,40775,27,0,3306
"275",2018100712,427,"HOU",1,0,43846,48,-3,3052
"276",2018100712,542,"DAL",0,1,40775,43,-3,2893
"277",2018100712,1384,"HOU",1,1,43846,20,1,2163
"278",2018100712,2688,"HOU",1,1,43846,21,-3,1205
"279",2018100712,3388,"HOU",1,1,43846,19,0,514
"280",2018100712,3513,"DAL",0,1,40775,48,3,343
"281",2018100800,738,"WAS",0,1,40125,37,6,2862
"282",2018100800,3433,"NO",1,1,43689,44,27,855
"283",2018101100,404,"NYG",1,1,43937,33,-7,3309
"284",2018101100,1636,"NYG",1,1,43937,21,-11,2148
"285",2018101100,2111,"PHI",0,1,44966,33,-15,1894
"286",2018101100,2234,"NYG",1,0,43937,52,-18,1828
"287",2018101100,2373,"PHI",0,0,44966,54,-18,1807
"288",2018101100,3257,"PHI",0,1,44966,30,-18,896
"289",2018101400,2049,"ATL",1,1,27091,45,8,1806
"290",2018101400,2763,"TB",0,1,41736,35,11,1063
"291",2018101400,3970,"ATL",1,1,27091,57,2,76
"292",2018101401,2539,"PIT",0,1,41953,21,0,1316
"293",2018101401,3504,"PIT",0,1,41953,24,-3,215
"294",2018101402,1188,"CLE",1,1,46634,33,-7,2570
"295",2018101402,2271,"CLE",1,1,46634,28,-18,1803
"296",2018101402,3890,"LAC",0,1,46342,44,-21,259
"297",2018101403,1385,"HOU",1,1,43846,33,7,2317
"298",2018101403,2160,"BUF",0,1,33469,23,10,1515
"299",2018101403,2656,"BUF",0,1,33469,52,7,1038
"300",2018101403,3679,"HOU",1,1,43846,27,-3,97
"301",2018101404,2278,"MIA",1,1,46298,50,-7,1375
"302",2018101404,2690,"MIA",1,1,46298,25,-11,930
"303",2018101405,472,"ARI",0,1,23860,26,0,3202
"304",2018101405,858,"MIN",1,1,38134,37,4,2828
"305",2018101405,2068,"MIN",1,1,38134,48,0,1812
"306",2018101406,608,"NYJ",1,1,41175,30,0,2975
"307",2018101406,1030,"IND",0,1,21213,21,3,2607
"308",2018101406,1222,"IND",0,1,21213,31,0,2487
"309",2018101406,1919,"NYJ",1,1,41175,48,4,1889
"310",2018101406,2197,"NYJ",1,1,41175,32,7,1803
"311",2018101406,2796,"NYJ",1,1,41175,37,10,1137
"312",2018101406,3531,"NYJ",1,1,41175,45,6,584
"313",2018101406,3811,"NYJ",1,1,41175,37,9,358
"314",2018101406,4146,"NYJ",1,1,41175,45,12,202
"315",2018101407,1413,"OAK",1,0,46663,48,-14,2182
"316",2018101407,2031,"SEA",0,1,25326,44,-14,1804
"317",2018101407,2281,"SEA",0,1,25326,26,-17,1605
"318",2018101407,3362,"OAK",1,1,46663,43,-27,510
"319",2018101408,1390,"WAS",1,1,40125,49,14,2135
"320",2018101408,2653,"CAR",0,1,35102,32,11,1212
"321",2018101408,3083,"WAS",1,1,40125,56,8,766
"322",2018101408,3602,"WAS",1,1,40125,29,3,198
"323",2018101409,320,"LA",0,1,41991,26,0,3387
"324",2018101409,656,"LA",0,1,41991,39,-3,2965
"325",2018101409,922,"DEN",1,1,40276,28,-6,2707
"326",2018101409,3362,"LA",0,0,41991,47,-10,619
"327",2018101409,3490,"DEN",1,1,40276,24,-10,537
"328",2018101409,3865,"LA",0,1,41991,21,-7,199
"329",2018101410,355,"DAL",1,1,40775,50,0,3220
"330",2018101410,2716,"DAL",1,1,40775,46,17,1089
"331",2018101410,2882,"DAL",1,1,40775,32,20,982
"332",2018101410,3447,"DAL",1,1,40775,55,30,432
"333",2018101412,372,"KC",0,1,45046,42,0,3249
"334",2018101412,593,"NE",1,1,30932,48,-3,3022
"335",2018101412,806,"KC",0,1,45046,43,7,2909
"336",2018101412,1372,"KC",0,1,45046,24,11,2184
"337",2018101412,2378,"NE",1,1,30932,24,8,1340
"338",2018101412,2645,"KC",0,1,45046,30,11,1120
"339",2018101412,3176,"NE",1,1,30932,39,1,625
"340",2018101412,3738,"NE",1,1,30932,50,4,199
"341",2018101412,4018,"NE",1,1,30932,28,0,3
"342",2018101500,524,"GB",1,1,32386,29,0,3162
"343",2018101500,1518,"GB",1,1,32386,39,3,2258
"344",2018101500,2087,"SF",0,1,30403,46,-1,1804
"345",2018101500,2277,"GB",1,1,32386,51,-4,1581
"346",2018101500,2489,"SF",0,1,30403,44,-1,1324
"347",2018101500,2891,"SF",0,1,30403,43,-4,792
"348",2018101500,3987,"GB",1,1,32386,27,0,3
"349",2018101800,769,"ARI",1,1,23860,43,-14,3023
"350",2018102100,290,"TEN",0,1,34707,28,0,3287
"351",2018102100,729,"LAC",1,1,46342,29,4,2811
"352",2018102100,941,"TEN",0,1,34707,33,7,2575
"353",2018102100,2640,"LAC",1,1,46342,28,4,753
"354",2018102101,1473,"BAL",1,1,39470,31,0,2167
"355",2018102101,3895,"NO",0,1,43689,39,-4,135
"356",2018102102,759,"CHI",1,1,41688,46,-7,2935
"357",2018102102,2915,"NE",0,1,30932,29,3,1372
"358",2018102103,2004,"IND",1,1,21213,36,21,1803
"359",2018102103,2306,"BUF",0,1,33469,34,24,1366
"360",2018102104,278,"HOU",0,1,43846,44,0,3327
"361",2018102104,683,"HOU",0,1,43846,48,-3,2904
"362",2018102105,935,"KC",1,0,45046,53,7,2744
"363",2018102105,2343,"KC",1,1,45046,26,14,1811
"364",2018102105,2920,"CIN",0,1,38691,33,31,1280
"365",2018102106,874,"DET",0,1,31446,29,-7,2559
"366",2018102106,1987,"DET",0,1,31446,28,-10,1416
"367",2018102106,2747,"DET",0,1,31446,35,-12,609
"368",2018102106,3273,"DET",0,1,31446,50,-8,120
"369",2018102106,3533,"MIA",1,0,46298,46,-11,53
"370",2018102107,1386,"MIN",0,1,38134,26,0,2416
"371",2018102107,2209,"MIN",0,0,38134,42,-3,1847
"372",2018102107,2828,"MIN",0,1,38134,22,-10,1252
"373",2018102107,3002,"NYJ",1,1,41175,55,-13,1064
"374",2018102107,4206,"MIN",0,1,38134,43,-17,206
"375",2018102108,666,"PHI",1,0,44966,36,0,2870
"376",2018102108,1273,"PHI",1,1,44966,46,7,2200
"377",2018102109,4292,"TB",1,0,41736,40,0,4
"378",2018102110,2116,"WAS",1,1,40125,21,0,1453
"379",2018102110,2677,"WAS",1,1,40125,25,3,758
"380",2018102110,2823,"DAL",0,1,40775,47,6,590
"381",2018102110,4000,"DAL",0,0,40775,52,3,3
"382",2018102111,509,"LA",0,1,38701,35,0,3098
"383",2018102111,1245,"LA",0,1,38701,37,-12,2408
"384",2018102111,2484,"LA",0,1,38701,33,-15,1389
"385",2018102111,2888,"SF",1,1,30403,51,-25,1062
"386",2018102200,1668,"NYG",0,1,43937,31,7,1854
"387",2018102200,1931,"ATL",1,1,38851,40,4,1808
"388",2018102200,2954,"ATL",1,1,38851,50,4,900
"389",2018102200,3934,"ATL",1,1,38851,56,8,120
"390",2018102500,1701,"MIA",0,1,46298,37,7,1981
"391",2018102500,3117,"MIA",0,1,46298,41,11,939
"392",2018102500,3417,"MIA",0,1,46298,46,15,690
"393",2018102800,466,"JAX",1,1,43068,50,0,3116
"394",2018102800,1080,"PHI",0,1,44966,31,3,2266
"395",2018102800,1303,"JAX",1,1,43068,57,0,1968
"396",2018102800,2772,"JAX",1,1,43068,33,-5,794
"397",2018102800,3234,"JAX",1,1,43068,24,-9,420
"398",2018102801,2134,"CAR",1,1,35102,54,14,1802
"399",2018102801,2846,"CAR",1,1,35102,44,17,1083
"400",2018102801,3801,"CAR",1,1,35102,30,19,194
"401",2018102802,363,"CHI",1,0,41688,40,0,3183
"402",2018102802,1017,"NYJ",0,1,41175,42,7,2523
"403",2018102802,2963,"CHI",1,1,41688,32,11,900
"404",2018102803,2417,"TB",0,1,41736,25,21,1806
"405",2018102803,3617,"TB",0,1,41736,38,18,779
"406",2018102803,4888,"CIN",1,1,38691,44,0,5
"407",2018102805,831,"KC",1,1,45046,24,-7,2841
"408",2018102805,1228,"DEN",0,0,40276,55,-4,2506
"409",2018102805,4100,"DEN",0,1,40276,36,10,112
"410",2018102806,1518,"WAS",0,0,40125,41,-7,2003
"411",2018102806,1771,"NYG",1,1,43937,37,-7,1879
"412",2018102806,2514,"WAS",0,1,40125,53,-4,1196
"413",2018102806,3045,"WAS",0,1,40125,39,-7,597
"414",2018102806,3609,"NYG",1,1,43937,21,-10,251
"415",2018102807,315,"CLE",0,1,46634,34,0,3255
"416",2018102807,877,"CLE",0,1,46634,45,-3,2858
"417",2018102807,1149,"CLE",0,0,46634,41,-6,2613
"418",2018102807,3355,"PIT",1,1,41953,42,11,813
"419",2018102808,956,"IND",0,1,21213,26,-7,2703
"420",2018102808,1984,"IND",0,1,21213,25,4,1829
"421",2018102809,1186,"ARI",1,1,23860,31,-2,2427
"422",2018102809,1593,"SF",0,1,30403,27,1,2076
"423",2018102809,2978,"SF",0,1,30403,20,-9,817
"424",2018102810,895,"GB",0,1,32386,41,-7,2663
"425",2018102810,2458,"GB",0,1,32386,53,-2,1483
"426",2018102810,3393,"LA",1,1,38701,43,3,704
"427",2018102810,4011,"LA",1,1,38701,34,-1,129
"428",2018102811,1299,"NO",0,1,43689,52,6,2252
"429",2018102811,2317,"NO",0,1,43689,42,-4,1402
"430",2018102811,3052,"NO",0,1,43689,42,-14,579
"431",2018102900,826,"NE",0,1,30932,25,0,2989
"432",2018102900,1420,"NE",0,1,30932,40,-3,2511
"433",2018102900,1804,"NE",0,1,30932,38,-6,2146
"434",2018102900,2151,"BUF",1,1,33469,47,-9,1904
"435",2018102900,2348,"NE",0,0,30932,50,-6,1810
"436",2018102900,2934,"BUF",1,1,33469,51,-6,1362
"437",2018102900,3449,"NE",0,1,30932,25,-3,1026
"438",2018110100,341,"OAK",0,1,46236,37,0,3274
"439",2018110100,1910,"SF",1,1,30403,39,11,1821
"440",2018110100,2974,"OAK",0,0,46236,45,28,806
"441",2018110100,3470,"SF",1,1,30403,25,28,243
"442",2018110400,662,"BAL",1,1,39470,23,0,3005
"443",2018110400,1622,"BAL",1,1,39470,23,-11,2080
"444",2018110400,3610,"PIT",0,1,41953,29,-7,509
"445",2018110400,3876,"BAL",1,1,39470,37,-10,327
"446",2018110401,2989,"BUF",1,1,33469,41,-28,1566
"447",2018110401,3172,"CHI",0,1,41688,23,-25,1396
"448",2018110401,3790,"CHI",0,1,41688,45,-28,818
"449",2018110403,735,"CLE",1,1,46634,51,-7,2865
"450",2018110403,3417,"KC",0,1,45046,39,-13,570
"451",2018110404,928,"MIA",1,1,46298,43,0,2564
"452",2018110404,1637,"MIA",1,1,46298,27,3,1874
"453",2018110404,1861,"NYJ",0,1,41175,48,6,1825
"454",2018110404,2823,"NYJ",0,0,41175,50,3,765
"455",2018110404,3242,"NYJ",0,1,41175,56,10,363
"456",2018110405,928,"DET",0,1,31446,35,7,2600
"457",2018110405,1302,"DET",0,1,31446,35,4,2088
"458",2018110405,1819,"MIN",1,1,38134,39,8,1808
"459",2018110405,3517,"DET",0,1,31446,37,18,73
"460",2018110406,3513,"ATL",0,1,38851,27,-14,433
"461",2018110407,634,"DEN",1,1,40276,44,-7,2987
"462",2018110407,2096,"HOU",0,1,43846,46,-3,1803
"463",2018110407,2961,"HOU",0,1,43846,37,1,851
"464",2018110407,4022,"DEN",1,0,40276,51,-2,3
"465",2018110408,1393,"SEA",1,0,25326,51,-5,2155
"466",2018110408,2180,"SEA",1,1,25326,44,-12,1804
"467",2018110408,2586,"LAC",0,0,40114,42,-9,1338
"468",2018110409,1183,"LA",0,0,NA,NA,0,2594
"469",2018110409,1686,"LA",0,0,38701,51,7,2015
